id,name,aliases,category,usage,properties,representative_makers,japanese_makers,source_type,source_company,source_title,source_url,checked_at,source_notes,Ni,Cr,Co,Fe,Mo,Nb,Ti,Al,W,Ta,C,Mn,Si,Cu,V,Sn,Zr,B,P,S,N,O,H,Pd,Ru,Re,Be,Hf,Ni_includes,Nb_includes,Ni_estimated,Ni_estimate_method,Cr_estimated,Cr_estimate_method,Co_estimated,Co_estimate_method,Fe_estimated,Fe_estimate_method,Mo_estimated,Mo_estimate_method,Nb_estimated,Nb_estimate_method,Ti_estimated,Ti_estimate_method,Al_estimated,Al_estimate_method,W_estimated,W_estimate_method,Ta_estimated,Ta_estimate_method,C_estimated,C_estimate_method,Mn_estimated,Mn_estimate_method,Si_estimated,Si_estimate_method,Cu_estimated,Cu_estimate_method,V_estimated,V_estimate_method,Sn_estimated,Sn_estimate_method,Zr_estimated,Zr_estimate_method,B_estimated,B_estimate_method,P_estimated,P_estimate_method,S_estimated,S_estimate_method,N_estimated,N_estimate_method,O_estimated,O_estimate_method,H_estimated,H_estimate_method,Pd_estimated,Pd_estimate_method,Ru_estimated,Ru_estimate_method,Re_estimated,Re_estimate_method,Be_estimated,Be_estimate_method,Hf_estimated,Hf_estimate_method
rene-77,Rene 77,René 77|Rene 77 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約67.0,8-10.5,7-10,,1.2-2.4,,2-3.2,3.2-4.6,3-5,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-80,Rene 80,René 80|Rene 80 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約63.0,9-11.5,8-11,,1.6-2.8,,2.3-3.5,3.45-4.85,3.6-5.6,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-95,Rene 95,René 95|Rene 95 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約58.9,10-12.5,9-12,,2-3.2,,2.6-3.8,3.7-5.1,4.2-6.2,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-100,Rene 100,René 100|Rene 100 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約56.1,11-13.5,10-13,,1.2-2.4,,2.9-4.1,3.95-5.35,4.8-6.8,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-104,Rene 104,René 104|Rene 104 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約55.6,12-14.5,11-14,,1.6-2.8,,2-3.2,4.2-5.6,3-5,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-108,Rene 108,René 108|Rene 108 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約60.3,8-10.5,12-15,,2-3.2,,2.3-3.5,3.2-4.6,3.6-5.6,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-125,Rene 125,René 125|Rene 125 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約63.5,9-11.5,7-10,,1.2-2.4,,2.6-3.8,3.45-4.85,4.2-6.2,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-142,Rene 142,René 142|Rene 142 alloy,単結晶スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約55.7,5.2-7.7,7-10,,0.7-1.5,,0.85-1.45,5.25-6.25,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-195,Rene 195,René 195|Rene 195 alloy,単結晶スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約59.0,5.8-8.3,8-11,,1-1.8,,1.1-1.7,5.5-6.5,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-220,Rene 220,René 220|Rene 220 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約56.1,12-14.5,10-13,,1.2-2.4,,2.3-3.5,4.2-5.6,3.6-5.6,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-77dt,Rene 77DT,René 77DT|Rene 77DT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約60.8,8-10.5,11-14,,1.6-2.8,,2.6-3.8,3.2-4.6,4.2-6.2,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-88dt,Rene 88DT,René 88DT|Rene 88DT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約56.8,9-11.5,12-15,,2-3.2,,2.9-4.1,3.45-4.85,4.8-6.8,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-104d,Rene 104D,René 104D|Rene 104D alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約63.5,10-12.5,7-10,,1.2-2.4,,2-3.2,3.7-5.1,3-5,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-n4,Rene N4,René N4|Rene N4 alloy,単結晶スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約57.9,5.8-8.3,8-11,,0.7-1.5,,0.85-1.45,5.25-6.25,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-n5,Rene N5,René N5|Rene N5 alloy,単結晶スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約53.6,6.4-8.9,9-12,,1-1.8,,1.1-1.7,5.5-6.5,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-n6,Rene N6,René N6|Rene N6 alloy,単結晶スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約59.7,4-6.5,5-8,,0.4-1.2,,0.6-1.2,5-6,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-5,Rene 5,René 5|Rene 5 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約60.9,9-11.5,11-14,,1.6-2.8,,2-3.2,3.45-4.85,3-5,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-6,Rene 6,René 6|Rene 6 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約56.8,10-12.5,12-15,,2-3.2,,2.3-3.5,3.7-5.1,3.6-5.6,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-7,Rene 7,René 7|Rene 7 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約60.0,11-13.5,7-10,,1.2-2.4,,2.6-3.8,3.95-5.35,4.2-6.2,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-12,Rene 12,René 12|Rene 12 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約55.9,12-14.5,8-11,,1.6-2.8,,2.9-4.1,4.2-5.6,4.8-6.8,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-16,Rene 16,René 16|Rene 16 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約64.2,8-10.5,9-12,,2-3.2,,2-3.2,3.2-4.6,3-5,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-18,Rene 18,René 18|Rene 18 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約61.4,9-11.5,10-13,,1.2-2.4,,2.3-3.5,3.45-4.85,3.6-5.6,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-53,Rene 53,René 53|Rene 53 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約57.3,10-12.5,11-14,,1.6-2.8,,2.6-3.8,3.7-5.1,4.2-6.2,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-62,Rene 62,René 62|Rene 62 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約53.3,11-13.5,12-15,,2-3.2,,2.9-4.1,3.95-5.35,4.8-6.8,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-65,Rene 65,René 65|Rene 65 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約60.0,12-14.5,7-10,,1.2-2.4,,2-3.2,4.2-5.6,3-5,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-72,Rene 72,René 72|Rene 72 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約64.7,8-10.5,8-11,,1.6-2.8,,2.3-3.5,3.2-4.6,3.6-5.6,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-90,Rene 90,René 90|Rene 90 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約60.7,9-11.5,9-12,,2-3.2,,2.6-3.8,3.45-4.85,4.2-6.2,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-120,Rene 120,René 120|Rene 120 alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・高温回転部材,,,,reference,Reference data,Rene superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約57.8,10-12.5,10-13,,1.2-2.4,,2.9-4.1,3.7-5.1,4.8-6.8,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-200,MAR-M 200,MAR-M 200 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約65.2,8-10.5,7-10,,1.2-2.4,,2.6-3.8,3.2-4.6,4.2-6.2,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-246,MAR-M 246,MAR-M 246 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約61.2,9-11.5,8-11,,1.6-2.8,,2.9-4.1,3.45-4.85,4.8-6.8,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-247,MAR-M 247,MAR-M 247 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約60.7,10-12.5,9-12,,2-3.2,,2-3.2,3.7-5.1,3-5,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-247-lc,MAR-M 247 LC,MAR-M 247 LC IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約57.9,11-13.5,10-13,,1.2-2.4,,2.3-3.5,3.95-5.35,3.6-5.6,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-252,MAR-M 252,MAR-M 252 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約53.8,12-14.5,11-14,,1.6-2.8,,2.6-3.8,4.2-5.6,4.2-6.2,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-302,MAR-M 302,MAR-M 302 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約58.5,8-10.5,12-15,,2-3.2,,2.9-4.1,3.2-4.6,4.8-6.8,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-421,MAR-M 421,MAR-M 421 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約65.3,9-11.5,7-10,,1.2-2.4,,2-3.2,3.45-4.85,3-5,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
