id,name,aliases,category,usage,properties,representative_makers,japanese_makers,source_type,source_company,source_title,source_url,checked_at,source_notes,Ni,Cr,Co,Fe,Mo,Nb,Ti,Al,W,Ta,C,Mn,Si,Cu,V,Sn,Zr,B,P,S,N,O,H,Pd,Ru,Re,Be,Hf,Ni_includes,Nb_includes,Ni_estimated,Ni_estimate_method,Cr_estimated,Cr_estimate_method,Co_estimated,Co_estimate_method,Fe_estimated,Fe_estimate_method,Mo_estimated,Mo_estimate_method,Nb_estimated,Nb_estimate_method,Ti_estimated,Ti_estimate_method,Al_estimated,Al_estimate_method,W_estimated,W_estimate_method,Ta_estimated,Ta_estimate_method,C_estimated,C_estimate_method,Mn_estimated,Mn_estimate_method,Si_estimated,Si_estimate_method,Cu_estimated,Cu_estimate_method,V_estimated,V_estimate_method,Sn_estimated,Sn_estimate_method,Zr_estimated,Zr_estimate_method,B_estimated,B_estimate_method,P_estimated,P_estimate_method,S_estimated,S_estimate_method,N_estimated,N_estimate_method,O_estimated,O_estimate_method,H_estimated,H_estimate_method,Pd_estimated,Pd_estimate_method,Ru_estimated,Ru_estimate_method,Re_estimated,Re_estimate_method,Be_estimated,Be_estimate_method,Hf_estimated,Hf_estimate_method
mar-m-509,MAR-M 509,MAR-M 509 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約61.2,10-12.5,8-11,,1.6-2.8,,2.3-3.5,3.7-5.1,3.6-5.6,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mar-m-918,MAR-M 918,MAR-M 918 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約57.2,11-13.5,9-12,,2-3.2,,2.6-3.8,3.95-5.35,4.2-6.2,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-100,IN-100,IN-100 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約54.3,12-14.5,10-13,,1.2-2.4,,2.9-4.1,4.2-5.6,4.8-6.8,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-102,IN-102,IN-102 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約62.6,8-10.5,11-14,,1.6-2.8,,2-3.2,3.2-4.6,3-5,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-162,IN-162,IN-162 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約58.6,9-11.5,12-15,,2-3.2,,2.3-3.5,3.45-4.85,3.6-5.6,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-519,IN-519,IN-519 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約61.7,10-12.5,7-10,,1.2-2.4,,2.6-3.8,3.7-5.1,4.2-6.2,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-6203,IN-6203,IN-6203 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約57.7,11-13.5,8-11,,1.6-2.8,,2.9-4.1,3.95-5.35,4.8-6.8,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-713lc,IN-713LC,IN-713LC IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約57.2,12-14.5,9-12,,2-3.2,,2-3.2,4.2-5.6,3-5,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-738,IN-738,IN-738 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約63.1,8-10.5,10-13,,1.2-2.4,,2.3-3.5,3.2-4.6,3.6-5.6,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-792,IN-792,IN-792 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約59.1,9-11.5,11-14,,1.6-2.8,,2.6-3.8,3.45-4.85,4.2-6.2,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-792-5a,IN-792-5A,IN-792-5A IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約55.0,10-12.5,12-15,,2-3.2,,2.9-4.1,3.7-5.1,4.8-6.8,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-792-hf,IN-792-Hf,IN-792-Hf IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約61.8,11-13.5,7-10,,1.2-2.4,,2-3.2,3.95-5.35,3-5,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-939,IN-939,IN-939 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約57.7,12-14.5,8-11,,1.6-2.8,,2.3-3.5,4.2-5.6,3.6-5.6,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-939b,IN-939B,IN-939B IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約62.4,8-10.5,9-12,,2-3.2,,2.6-3.8,3.2-4.6,4.2-6.2,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gtd-111,GTD-111,GTD-111 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約59.6,9-11.5,10-13,,1.2-2.4,,2.9-4.1,3.45-4.85,4.8-6.8,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gtd-222,GTD-222,GTD-222 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約59.1,10-12.5,11-14,,1.6-2.8,,2-3.2,3.7-5.1,3-5,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gtd-444,GTD-444,GTD-444 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約55.1,11-13.5,12-15,,2-3.2,,2.3-3.5,3.95-5.35,3.6-5.6,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cm-247-lc,CM 247 LC,CM 247 LC IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約58.2,12-14.5,7-10,,1.2-2.4,,2.6-3.8,4.2-5.6,4.2-6.2,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cm-186-lc,CM 186 LC,CM 186 LC IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約62.9,8-10.5,8-11,,1.6-2.8,,2.9-4.1,3.2-4.6,4.8-6.8,2-3.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cm-681-lc,CM 681 LC,CM 681 LC IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約62.5,9-11.5,9-12,,2-3.2,,2-3.2,3.45-4.85,3-5,2.5-4,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cm-939-weldable,CM 939 Weldable,CM 939 Weldable IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約59.6,10-12.5,10-13,,1.2-2.4,,2.3-3.5,3.7-5.1,3.6-5.6,3-4.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mga-1400,MGA 1400,MGA 1400 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約55.6,11-13.5,11-14,,1.6-2.8,,2.6-3.8,3.95-5.35,4.2-6.2,3.5-5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-002,M-002,M-002 IGT alloy,鋳造スーパーアロイ,IGTタービンブレード・ベーン・燃焼器周辺部材,,,,reference,Reference data,Cast IGT superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference IGT superalloy chemistry range compiled for search coverage; verify against producer datasheet or alloy literature before engineering or procurement use.,約51.5,12-14.5,12-15,,2-3.2,,2.9-4.1,4.2-5.6,4.8-6.8,4-5.5,0.06-0.16,,,,,,0.02-0.08,0.01-0.02,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-2,CMSX-2,CMSX-2 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約65.4,4-6.5,5-8,,0.4-1.2,,0.6-1.2,5-6,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-3,CMSX-3,CMSX-3 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約61.1,4.6-7.1,6-9,,0.7-1.5,,0.85-1.45,5.25-6.25,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-4,CMSX-4,CMSX-4 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約56.8,5.2-7.7,7-10,,1-1.8,,1.1-1.7,5.5-6.5,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-6,CMSX-6,CMSX-6 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約54.9,5.8-8.3,8-11,,0.4-1.2,,0.6-1.2,5-6,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-10,CMSX-10,CMSX-10 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約58.2,6.4-8.9,9-12,,0.7-1.5,,0.85-1.45,5.25-6.25,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-11,CMSX-11,CMSX-11 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約61.9,4-6.5,5-8,,1-1.8,,1.1-1.7,5.5-6.5,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-486,CMSX-486,CMSX-486 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約60.0,4.6-7.1,6-9,,0.4-1.2,,0.6-1.2,5-6,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmsx-499,CMSX-499,CMSX-499 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約55.7,5.2-7.7,7-10,,0.7-1.5,,0.85-1.45,5.25-6.25,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwa-1422,PWA-1422,PWA-1422 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約59.0,5.8-8.3,8-11,,1-1.8,,1.1-1.7,5.5-6.5,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwa-1430,PWA-1430,PWA-1430 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約57.1,6.4-8.9,9-12,,0.4-1.2,,0.6-1.2,5-6,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwa-1480,PWA-1480,PWA-1480 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約60.8,4-6.5,5-8,,0.7-1.5,,0.85-1.45,5.25-6.25,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwa-1483,PWA-1483,PWA-1483 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約56.5,4.6-7.1,6-9,,1-1.8,,1.1-1.7,5.5-6.5,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwa-1484,PWA-1484,PWA-1484 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約62.2,5.2-7.7,7-10,,0.4-1.2,,0.6-1.2,5-6,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwa-1487,PWA-1487,PWA-1487 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約57.9,5.8-8.3,8-11,,0.7-1.5,,0.85-1.45,5.25-6.25,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
