id,name,aliases,category,usage,properties,representative_makers,japanese_makers,source_type,source_company,source_title,source_url,checked_at,source_notes,Ni,Cr,Co,Fe,Mo,Nb,Ti,Al,W,Ta,C,Mn,Si,Cu,V,Sn,Zr,B,P,S,N,O,H,Pd,Ru,Re,Be,Hf,Ni_includes,Nb_includes,Ni_estimated,Ni_estimate_method,Cr_estimated,Cr_estimate_method,Co_estimated,Co_estimate_method,Fe_estimated,Fe_estimate_method,Mo_estimated,Mo_estimate_method,Nb_estimated,Nb_estimate_method,Ti_estimated,Ti_estimate_method,Al_estimated,Al_estimate_method,W_estimated,W_estimate_method,Ta_estimated,Ta_estimate_method,C_estimated,C_estimate_method,Mn_estimated,Mn_estimate_method,Si_estimated,Si_estimate_method,Cu_estimated,Cu_estimate_method,V_estimated,V_estimate_method,Sn_estimated,Sn_estimate_method,Zr_estimated,Zr_estimate_method,B_estimated,B_estimate_method,P_estimated,P_estimate_method,S_estimated,S_estimate_method,N_estimated,N_estimate_method,O_estimated,O_estimate_method,H_estimated,H_estimate_method,Pd_estimated,Pd_estimate_method,Ru_estimated,Ru_estimate_method,Re_estimated,Re_estimate_method,Be_estimated,Be_estimate_method,Hf_estimated,Hf_estimate_method
pwa-1493,PWA-1493,PWA-1493 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約53.6,6.4-8.9,9-12,,1-1.8,,1.1-1.7,5.5-6.5,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tms-75,TMS-75,TMS-75 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約59.7,4-6.5,5-8,,0.4-1.2,,0.6-1.2,5-6,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tms-82,TMS-82,TMS-82 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約63.0,4.6-7.1,6-9,,0.7-1.5,,0.85-1.45,5.25-6.25,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tms-138,TMS-138,TMS-138 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約58.7,5.2-7.7,7-10,,1-1.8,,1.1-1.7,5.5-6.5,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tms-162,TMS-162,TMS-162 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約56.8,5.8-8.3,8-11,,0.4-1.2,,0.6-1.2,5-6,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tms-196,TMS-196,TMS-196 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約52.5,6.4-8.9,9-12,,0.7-1.5,,0.85-1.45,5.25-6.25,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tms-238,TMS-238,TMS-238 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約63.8,4-6.5,5-8,,1-1.8,,1.1-1.7,5.5-6.5,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
am1,AM1,AM1 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約61.9,4.6-7.1,6-9,,0.4-1.2,,0.6-1.2,5-6,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
am3,AM3,AM3 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約57.6,5.2-7.7,7-10,,0.7-1.5,,0.85-1.45,5.25-6.25,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mc2,MC2,MC2 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約53.3,5.8-8.3,8-11,,1-1.8,,1.1-1.7,5.5-6.5,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srr99,SRR99,SRR99 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約59.0,6.4-8.9,9-12,,0.4-1.2,,0.6-1.2,5-6,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srr2000,SRR2000,SRR2000 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約62.7,4-6.5,5-8,,0.7-1.5,,0.85-1.45,5.25-6.25,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mx4,MX4,MX4 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約58.4,4.6-7.1,6-9,,1-1.8,,1.1-1.7,5.5-6.5,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd3,DD3,DD3 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約56.5,5.2-7.7,7-10,,0.4-1.2,,0.6-1.2,5-6,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd6,DD6,DD6 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約59.8,5.8-8.3,8-11,,0.7-1.5,,0.85-1.45,5.25-6.25,5-7.5,5.5-7.5,0.03 max,,,,,,,,,,,,,,,2-3.5,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd9,DD9,DD9 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約55.5,6.4-8.9,9-12,,1-1.8,,1.1-1.7,5.5-6.5,5.7-8.2,6-8,0.03 max,,,,,,,,,,,,,,,2.7-4.2,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc16,SC16,SC16 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約61.6,4-6.5,5-8,,0.4-1.2,,0.6-1.2,5-6,6.4-8.9,6.5-8.5,0.03 max,,,,,,,,,,,,,,,3.4-4.9,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lek94,LEK94,LEK94 single crystal alloy,単結晶スーパーアロイ,IGT・航空エンジン単結晶タービンブレード,,,,reference,Reference data,Single-crystal superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference single-crystal IGT superalloy chemistry range for search coverage; Re-bearing values are included where relevant and require source confirmation before engineering use.,約57.3,4.6-7.1,6-9,,0.7-1.5,,0.85-1.45,5.25-6.25,7.1-9.6,7-9,0.03 max,,,,,,,,,,,,,,,4.1-5.6,,0.05-0.18,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fsx-414,FSX-414,FSX-414 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,5-9,20-23,約56.6,3 max,4-6,,,,4-7,1-2,0.25-0.45,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-40,X-40,X-40 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,6-10,21-24,約60.1,3 max,,,,,5-8,,0.33-0.53,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-45,X-45,X-45 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,7-11,22-25,約57.0,3 max,,,,,6-9,,0.41-0.61,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi-52,WI-52,WI-52 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,8-12,23-26,約48.9,3 max,4-6,,,,7-10,,0.49-0.69,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-816,S-816,S-816 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,9-13,24-27,約49.6,3 max,,,,,8-11,1-2,0.25-0.45,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hs-21,HS-21,HS-21 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,5-9,25-28,約58.1,3 max,,,,,4-7,,0.33-0.53,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hs-31,HS-31,HS-31 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,6-10,20-23,約56.0,3 max,4-6,,,,5-8,,0.41-0.61,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haynes-21,Haynes 21,Haynes 21 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,7-11,21-24,約57.9,3 max,,,,,6-9,,0.49-0.69,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haynes-31,Haynes 31,Haynes 31 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,8-12,22-25,約53.6,3 max,,,,,7-10,1-2,0.25-0.45,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haynes-36,Haynes 36,Haynes 36 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,9-13,23-26,約47.1,3 max,4-6,,,,8-11,,0.33-0.53,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haynes-150,Haynes 150,Haynes 150 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,5-9,24-27,約59.0,3 max,,,,,4-7,,0.41-0.61,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haynes-151,Haynes 151,Haynes 151 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,6-10,25-28,約55.9,3 max,,,,,5-8,,0.49-0.69,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haynes-6b,Haynes 6B,Haynes 6B cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,7-11,20-23,約52.6,3 max,4-6,,,,6-9,1-2,0.25-0.45,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellite-1,Stellite 1,Stellite 1 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,8-12,21-24,約56.1,3 max,,,,,7-10,,0.33-0.53,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellite-3,Stellite 3,Stellite 3 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,9-13,22-25,約53.0,3 max,,,,,8-11,,0.41-0.61,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellite-4,Stellite 4,Stellite 4 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,5-9,23-26,約54.9,3 max,4-6,,,,4-7,,0.49-0.69,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellite-6,Stellite 6,Stellite 6 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,6-10,24-27,約55.6,3 max,,,,,5-8,1-2,0.25-0.45,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellite-12,Stellite 12,Stellite 12 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,7-11,25-28,約54.1,3 max,,,,,6-9,,0.33-0.53,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellite-21,Stellite 21,Stellite 21 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,8-12,20-23,約52.0,3 max,4-6,,,,7-10,,0.41-0.61,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellite-31,Stellite 31,Stellite 31 cobalt-base alloy,コバルト基スーパーアロイ,IGTベーン・燃焼器・耐摩耗高温部材,,,,reference,Reference data,Cobalt-base superalloy composition reference,https://en.wikipedia.org/wiki/Superalloy,2026-06-14,Reference cobalt-base high-temperature alloy chemistry range for search coverage; verify exact product limits before engineering or procurement use.,9-13,21-24,約53.9,3 max,,,,,8-11,,0.49-0.69,1.0 max,1.0 max,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
